股票代码,股票名称
603065,宿迁联盛
688353,华盛锂电
600157,永泰能源
600111,北方稀土
600036,招商银行
300559,佳发教育
601233,桐昆股份
002890,弘宇股份
301166,优宁维
600770,综艺股份
603201,常润股份
600736,苏州高新
301149,隆华新材
301331,恩威医药
600088,中视传媒
300462,华铭智能
600872,中炬高新
600383,金地集团
688277,天智航-U
000058,深 赛 格
301158,德石股份
601668,中国建筑
603078,江化微
002161,远 望 谷
002745,木林森
688077,大地熊
603585,苏利股份
600426,华鲁恒升
002919,名臣健康
300510,金冠股份
688237,超卓航科
000682,东方电子
600138,中青旅
300388,节能国祯
300642,透景生命
300808,久量股份
600657,信达地产
600299,安迪苏
002768,国恩股份
600131,国网信通
002116,中国海诚
920019,铜冠矿建
000034,神州数码
600018,上港集团
300442,润泽科技
300287,飞利信
003029,吉大正元
600976,健民集团
300429,强力新材
300192,科德教育
300253,卫宁健康
603489,八方股份
688468,科美诊断
603836,海程邦达
000880,潍柴重机
002312,川发龙蟒
300883,龙利得
603088,XD宁波精
600791,京能置业
600676,交运股份
300683,海特生物
688616,西力科技
301379,天山电子
301006,迈拓股份
300703,创源股份
300141,和顺电气
603037,凯众股份
688163,赛伦生物
601886,江河集团
000802,北京文化
688419,耐科装备
836717,瑞星股份
300199,翰宇药业
000881,中广核技
300147,ST香雪
603800,洪田股份
836504,博迅生物
301390,经纬股份
001266,宏英智能
002380,科远智慧
002605,姚记科技
601068,中铝国际
300246,宝莱特
002440,闰土股份
300439,美康生物
600637,东方明珠
603282,亚光股份
603733,仙鹤股份
601880,辽港股份
002239,奥特佳
300428,立中集团
301190,善水科技
002300,太阳电缆
301279,金道科技
301012,扬电科技
300992,泰福泵业
603395,红四方
301297,富乐德
002992,宝明科技
601128,常熟银行
300993,玉马科技
600528,中铁工业
002517,恺英网络
301386,未来电器
605222,起帆电缆
002420,毅昌科技
301068,大地海洋
301107,瑜欣电子
301024,霍普股份
600375,汉马科技
600784,鲁银投资
300658,延江股份
600120,浙江东方
603863,松炀资源
300634,彩讯股份
600513,联环药业
688418,震有科技
600265,ST景谷
601901,方正证券
301607,富特科技
300236,上海新阳
603192,汇得科技
002708,光洋股份
002562,兄弟科技
300299,富春股份
300408,三环集团
002578,闽发铝业
601126,四方股份
000589,贵州轮胎
603650,彤程新材
301123,奕东电子
002791,坚朗五金
000886,海南高速
603698,航天工程
002949,华阳国际
600143,金发科技
603801,志邦家居
600897,厦门空港
688036,传音控股
002215,诺 普 信
000813,德展健康
603273,天元智能
603000,人民网
600720,中交设计
600187,国中水务
301130,西点药业
603706,东方环宇
300334,津膜科技
000056,皇庭国际
000720,新能泰山
833575,康乐卫士
603113,金能科技
002582,好想你
300002,神州泰岳
430090,同辉信息
688739,成大生物
301211,亨迪药业
301209,联合化学
601326,秦港股份
300086,康芝药业
002132,恒星科技
603187,海容冷链
002250,联化科技
688109,品茗科技
688758,赛分科技
872931,无锡鼎邦
603301,振德医疗
688063,派能科技
002728,特一药业
605259,绿田机械
600048,保利发展
000541,佛山照明
300925,法本信息
600959,江苏有线
300375,鹏翎股份
603699,纽威股份
002062,宏润建设
603578,三星新材
000426,兴业银锡
603055,台华新材
002692,远程股份
002950,奥美医疗
000888,峨眉山Ａ
603339,四方科技
688161,威高骨科
001267,汇绿生态
600517,国网英大
300948,冠中生态
300529,健帆生物
835857,百甲科技
688328,深科达
600620,天宸股份
601609,金田股份
832566,梓橦宫
603259,药明康德
300830,金现代
600977,中国电影
001203,大中矿业
002188,中天服务
002897,意华股份
603566,普莱柯
605169,洪通燃气
300142,沃森生物
002585,双星新材
002418,康盛股份
002703,浙江世宝
600567,山鹰国际
601019,山东出版
603701,德宏股份
000756,新华制药
002099,海翔药业
603693,江苏新能
000778,新兴铸管
600192,长城电工
000020,深华发Ａ
000032,深桑达Ａ
300425,中建环能
600998,九州通
603456,九洲药业
002390,信邦制药
601127,赛力斯
688981,中芯国际
600971,恒源煤电
688016,心脉医疗
300468,四方精创
603320,迪贝电气
002358,森源电气
002515,金字火腿
688093,世华科技
000811,冰轮环境
002469,三维化学
002301,齐心集团
836260,中寰股份
000411,英特集团
002875,安奈儿
000753,漳州发展
000507,珠海港
600740,山西焦化
300376,ST易事特
000826,启迪环境
301283,聚胶股份
600938,中国海油
300145,中金环境
000090,天健集团
001277,速达股份
600010,包钢股份
300933,中辰股份
600830,香溢融通
600106,重庆路桥
600006,东风股份
300798,锦鸡股份
002584,西陇科学
601929,吉视传媒
603589,口子窖
600455,博通股份
600664,哈药股份
002306,*ST云网
601699,潞安环能
600121,郑州煤电
600015,华夏银行
688623,双元科技
603995,甬金股份
688075,安旭生物
300215,电科院
300043,星辉娱乐
600839,四川长虹
300916,朗特智能
001202,炬申股份
003018,金富科技
300160,秀强股份
002453,华软科技
301446,福事特
002454,松芝股份
600408,安泰集团
600743,华远地产
838030,德众汽车
002555,三七互娱
605337,李子园
001278,一彬科技
300838,浙江力诺
600319,亚星化学
301355,南王科技
688337,普源精电
600009,上海机场
600796,钱江生化
603929,亚翔集成
603833,欧派家居
002110,三钢闽光
600425,青松建化
871694,中裕科技
601038,一拖股份
300080,易成新能
603041,美思德
002024,ST易购
002936,郑州银行
600129,太极集团
688156,路德环境
002900,哈三联
002909,集泰股份
000517,荣安地产
300572,安车检测
688627,精智达
002298,中电鑫龙
605507,国邦医药
601717,郑煤机
601616,广电电气
002624,完美世界
301109,军信股份
000558,天府文旅
300517,海波重科
300012,华测检测
603160,汇顶科技
000952,广济药业
603227,雪峰科技
000062,深圳华强
000422,湖北宜化
301500,飞南资源
601869,长飞光纤
600859,王府井
603888,新华网
300269,联建光电
688102,斯瑞新材
839719,宁新新材
603656,泰禾智能
600027,华电国际
000403,派林生物
300164,通源石油
002737,葵花药业
603099,长白山
601238,广汽集团
300897,山科智能
600975,新五丰
688588,凌志软件
001378,德冠新材
000739,普洛药业
688619,罗普特
603889,新澳股份
300435,中泰股份
603518,锦泓集团
000151,中成股份
002872,ST天圣
002686,亿利达
300685,艾德生物
601857,中国石油
688203,海正生材
600960,渤海汽车
688485,九州一轨
001213,中铁特货
688133,泰坦科技
002524,光正眼科
688386,泛亚微透
300395,菲利华
002918,蒙娜丽莎
600389,江山股份
301087,可孚医疗
600759,洲际油气
688089,嘉必优
000055,方大集团
603105,芯能科技
002230,科大讯飞
600768,宁波富邦
002987,京北方
601139,深圳燃气
603928,兴业股份
000828,东莞控股
002344,海宁皮城
603311,金海高科
300561,*ST汇科
688189,南新制药
600283,钱江水利
001207,联科科技
600373,中文传媒
600611,大众交通
002628,成都路桥
603060,国检集团
002638,勤上股份
002436,兴森科技
605287,德才股份
000006,深振业Ａ
301230,泓博医药
920819,颖泰生物
002807,江阴银行
300214,日科化学
000980,众泰汽车
603799,华友钴业
603689,皖天然气
600996,贵广网络
603316,诚邦股份
600691,阳煤化工
002706,良信股份
603318,水发燃气
832982,锦波生物
000546,金圆股份
301011,华立科技
600218,全柴动力
600103,青山纸业
301519,舜禹股份
301603,乔锋智能
600507,方大特钢
601868,中国能建
003017,大洋生物
002798,帝欧家居
688248,南网科技
003035,南网能源
300505,川金诺
000926,福星股份
002694,顾地科技
002256,兆新股份
600332,白云山
301031,中熔电气
300339,润和软件
600880,博瑞传播
600888,新疆众和
600189,泉阳泉
300579,数字认证
000897,津滨发展
002252,上海莱士
603970,中农立华
688057,金达莱
600237,铜峰电子
836826,盖世食品
002631,德尔未来
600903,贵州燃气
300203,聚光科技
301056,森赫股份
002614,奥佳华
003026,中晶科技
301060,兰卫医学
603980,吉华集团
000078,海王生物
000069,华侨城Ａ
002402,和而泰
000628,高新发展
603697,有友食品
600624,复旦复华
601366,利群股份
300875,捷强装备
002908,德生科技
603258,电魂网络
003008,开普检测
300076,GQY视讯
300470,中密控股
300973,立高食品
688295,中复神鹰
600418,江淮汽车
000798,中水渔业
002486,嘉麟杰
688020,方邦股份
600161,天坛生物
300710,万隆光电
002012,凯恩股份
600461,洪城环境
600058,五矿发展
002339,积成电子
301408,华人健康
600328,中盐化工
002452,长高电新
603269,海鸥股份
830879,基康仪器
600556,天下秀
002092,ST中泰
300783,三只松鼠
600506,统一股份
600170,上海建工
301277,新天地
603303,得邦照明
002242,九阳股份
002852,道道全
300864,南大环境
003016,欣贺股份
000552,甘肃能化
300930,屹通新材
300797,钢研纳克
600803,新奥股份
600409,三友化工
000932,华菱钢铁
300983,尤安设计
301081,严牌股份
603931,格林达
300584,海辰药业
600197,伊力特
002282,博深股份
605066,天正电气
600410,华胜天成
601958,金钼股份
601319,中国人保
002210,飞马国际
300478,杭州高新
605128,上海沿浦
600056,中国医药
301057,汇隆新材
300535,达威股份
300664,鹏鹞环保
600722,金牛化工
003030,祖名股份
600929,雪天盐业
002609,捷顺科技
600159,大龙地产
688680,海优新材
002324,普利特
300239,东宝生物
836395,朗鸿科技
601200,上海环境
688253,英诺特
603508,思维列控
688035,德邦科技
603186,华正新材
603878,武进不锈
600815,厦工股份
300509,新美星
001215,千味央厨
000989,九芝堂
603323,苏农银行
301026,浩通科技
002649,博彦科技
002044,美年健康
000797,中国武夷
601789,宁波建工
300950,德固特
830832,齐鲁华信
601636,旗滨集团
000635,英 力 特
002541,鸿路钢构
002877,智能自控
601212,白银有色
688120,华海清科
301580,爱迪特
300387,富邦科技
300404,博济医药
002925,盈趣科技
002803,吉宏股份
000530,冰山冷热
600807,济高发展
002591,恒大高新
002701,奥瑞金
301058,中粮科工
002850,科达利
002068,黑猫股份
301156,美农生物
300003,乐普医疗
002697,红旗连锁
300614,百川畅银
688383,新益昌
300451,创业慧康
301017,漱玉平民
000498,山东路桥
688517,金冠电气
002606,大连电瓷
603208,江山欧派
300286,安科瑞
600054,黄山旅游
002223,鱼跃医疗
601333,广深铁路
601010,文峰股份
601828,美凯龙
000751,锌业股份
600125,铁龙物流
600559,老白干酒
002320,海峡股份
601899,紫金矿业
003006,百亚股份
000909,ST数源
688195,腾景科技
300655,晶瑞电材
688199,久日新材
300507,苏奥传感
605589,圣泉集团
600997,开滦股份
002443,金洲管道
600133,东湖高新
600665,天地源
300670,大烨智能
001979,招商蛇口
000030,富奥股份
301201,诚达药业
601015,陕西黑猫
603288,海天味业
600433,冠豪高新
002090,金智科技
000707,双环科技
002800,天顺股份
603289,泰瑞机器
002674,兴业科技
001283,豪鹏科技
605566,福莱蒽特
000816,智慧农业
601985,中国核电
301469,恒达新材
600377,宁沪高速
000560,我爱我家
605577,龙版传媒
300882,万胜智能
300929,华骐环保
301133,金钟股份
300705,九典制药
000553,安道麦A
002029,七 匹 狼
600261,阳光照明
300190,维尔利
601228,广州港
600094,大名城
301613,新铝时代
002583,海能达
002542,中化岩土
000958,电投产融
600423,柳化股份
600406,国电南瑞
601567,三星医疗
002451,摩恩电气
600693,东百集团
300732,设研院
002381,双箭股份
605178,时空科技
002266,浙富控股
002329,皇氏集团
002507,涪陵榨菜
600196,复星医药
003038,鑫铂股份
002895,川恒股份
300487,蓝晓科技
002498,汉缆股份
600348,华阳股份
603496,恒为科技
300443,金雷股份
300130,新国都
301319,唯特偶
600789,鲁抗医药
301507,民生健康
300420,五洋自控
300444,双杰电气
688205,德科立
600099,林海股份
000731,四川美丰
600153,建发股份
301382,蜂助手
300856,科思股份
830946,森萱医药
600479,千金药业
688321,微芯生物
603511,爱慕股份
000785,居然智家
600308,华泰股份
001216,华瓷股份
600280,中央商场
688268,华特气体
002669,康达新材
000036,华联控股
688376,美埃科技
600107,ST尔雅
301560,众捷汽车
603808,歌力思
603687,大胜达
603617,君禾股份
000715,中兴商业
603658,安图生物
002367,康力电梯
600515,海南机场
002123,梦网科技
836263,中航泰达
000825,太钢不锈
603530,神马电力
000830,鲁西化工
002343,慈文传媒
601607,上海医药
002304,洋河股份
000903,云内动力
605358,立昂微
601599,浙文影业
688571,杭华股份
600683,京投发展
600895,张江高科
600508,上海能源
300146,汤臣倍健
002399,海普瑞
603688,石英股份
301526,国际复材
000652,泰达股份
605580,恒盛能源
002677,浙江美大
000790,华神科技
605007,五洲特纸
603130,云中马
600635,大众公用
300538,同益股份
603036,如通股份
000708,中信特钢
836433,大唐药业
301070,开勒股份
000605,渤海股份
002548,金新农
000607,华媒控股
600268,国电南自
300759,康龙化成
603568,伟明环保
300317,珈伟新能
600563,法拉电子
603587,地素时尚
688310,迈得医疗
300260,新莱应材
002864,盘龙药业
605296,神农集团
002327,富安娜
600610,中毅达
300533,冰川网络
300434,金石亚药
603188,亚邦股份
688581,安杰思
603090,宏盛股份
300453,三鑫医疗
603877,太平鸟
688335,复洁环保
300194,福安药业
000551,创元科技
002142,宁波银行
300550,和仁科技
831834,三维股份
600075,新疆天业
301103,何氏眼科
000676,智度股份
603696,安记食品
600629,华建集团
603153,上海建科
603056,德邦股份
600649,城投控股
300343,ST联创
600966,博汇纸业
600824,益民集团
000573,粤宏远Ａ
000025,特  力Ａ
300957,贝泰妮
600282,南钢股份
002493,荣盛石化
600572,康恩贝
600386,北巴传媒
003005,竞业达
600063,皖维高新
002625,光启技术
300774,倍杰特
603711,香飘飘
000591,太阳能
600007,中国国贸
002672,东江环保
603739,蔚蓝生物
600250,南京商旅
002678,珠江钢琴
600168,武汉控股
300332,天壕能源
600215,派斯林
002930,宏川智慧
002293,罗莱生活
000812,陕西金叶
002224,三 力 士
002408,齐翔腾达
300668,杰恩设计
605100,华丰股份
600963,岳阳林纸
300926,博俊科技
002937,兴瑞科技
002549,凯美特气
000012,南  玻Ａ
600287,ST舜天
300786,国林科技
600327,大东方
603393,新天然气
603322,超讯通信
688349,三一重能
603176,汇通集团
688592,司南导航
601208,东材科技
002098,浔兴股份
000665,湖北广电
600925,苏能股份
600882,妙可蓝多
002206,海 利 得
300172,中电环保
837023,芭薇股份
000950,重药控股
603103,横店影视
000895,双汇发展
600165,ST宁科
300650,太龙股份
300770,新媒股份
300731,科创新源
870299,灿能电力
600199,金种子酒
002546,新联电子
603882,金域医学
600713,南京医药
688478,晶升股份
600919,江苏银行
000557,西部创业
002893,京能热力
603051,鹿山新材
301059,金三江
001339,智微智能
600470,六国化工
600639,浦东金桥
601528,瑞丰银行
603729,龙韵股份
002840,华统股份
000677,恒天海龙
300771,智莱科技
002478,常宝股份
600420,国药现代
002991,甘源食品
002712,思美传媒
600917,重庆燃气
600817,宇通重工
601222,林洋能源
002032,苏 泊 尔
601288,农业银行
000568,泸州老窖
000570,苏常柴Ａ
600655,豫园股份
688607,康众医疗
002825,纳尔股份
688288,鸿泉物联
600028,中国石化
600749,西藏旅游
600711,ST盛屯
603682,锦和商管
002165,红 宝 丽
300371,汇中股份
002391,长青股份
600292,远达环保
600388,龙净环保
000619,海螺新材
002291,遥望科技
301022,海泰科
000626,远大控股
000978,桂林旅游
001260,坤泰股份
688355,明志科技
300575,中旗股份
601816,京沪高铁
603967,中创物流
002746,仙坛股份
000703,恒逸石化
002570,贝因美
300817,双飞集团
300649,杭州园林
301027,华蓝集团
300049,福瑞股份
300452,山河药辅
000719,中原传媒
002999,天禾股份
300692,中环环保
600132,重庆啤酒
300666,江丰电子
601965,中国汽研
603180,金牌家居
601949,中国出版
001376,百通能源
002169,智光电气
002054,德美化工
600851,海欣股份
688101,三达膜
835305,*ST云创
000968,蓝焰控股
600123,兰花科创
600186,莲花控股
000042,中洲控股
688372,伟测科技
603777,来伊份
300357,我武生物
300653,正海生物
300892,品渥食品
688389,普门科技
003040,楚天龙
600081,东风科技
301115,联检科技
603718,海利生物
603779,威龙股份
001333,光华股份
301622,英思特
603151,邦基科技
000007,全新好
002040,南 京 港
603987,康德莱
300931,通用电梯
601330,绿色动力
002078,太阳纸业
601101,昊华能源
688030,山石网科
688139,海尔生物
000990,诚志股份
603229,奥翔药业
002887,绿茵生态
688576,西山科技
002602,ST华通
301618,长联科技
301197,工大科雅
833429,康比特
603321,梅轮电梯
600727,鲁北化工
600323,瀚蓝环境
002788,鹭燕医药
688317,之江生物
000544,中原环保
000537,中绿电
603982,泉峰汽车
601666,平煤股份
600834,申通地铁
605158,华达新材
603217,元利科技
001205,盛航股份
002278,神开股份
605299,舒华体育
301181,标榜股份
002787,华源控股
002783,凯龙股份
002234,民和股份
002767,先锋电子
002539,云图控股
603256,宏和科技
002174,游族网络
300689,澄天伟业
600706,曲江文旅
839729,永顺生物
600600,青岛啤酒
600160,巨化股份
002646,天佑德酒
002778,中晟高科
301047,义翘神州
603098,森特股份
301232,飞沃科技
600673,东阳光
002186,全 聚 德
000155,川能动力
301336,趣睡科技
300196,长海股份
002296,辉煌科技
605555,德昌股份
603136,天目湖
300986,志特新材
832786,骑士乳业
601083,锦江航运
831726,朱老六
000001,平安银行
688347,华虹公司
600188,兖矿能源
600298,安琪酵母
001367,海森药业
839273,一致魔芋
300849,锦盛新材
600668,尖峰集团
601579,会稽山
600272,开开实业
688171,纬德信息
301167,建研设计
603829,洛凯股份
000985,大庆华科
001326,联域股份
300717,华信新材
300741,华宝股份
301287,康力源
688393,安必平
688167,炬光科技
600861,北京人力
603029,天鹅股份
002932,明德生物
300773,拉卡拉
301063,海锅股份
300294,博雅生物
001259,利仁科技
688138,清溢光电
600486,扬农化工
601877,正泰电器
603260,合盛硅业
603268,*ST松发
605318,法狮龙
301272,英华特
301421,波长光电
000538,云南白药
603737,三棵树
000723,美锦能源
301077,星华新材
688031,星环科技-U
603607,京华激光
603317,天味食品
300401,花园生物
300070,碧水源
603551,奥普科技
301025,读客文化
000875,吉电股份
000877,天山股份
000882,华联股份
603336,宏辉果蔬
000883,湖北能源
603381,永臻股份
000860,顺鑫农业
603439,贵州三力
603126,中材节能
603159,上海亚虹
603183,建研院
603177,德创环保
300128,锦富技术
603677,奇精机械
300110,华仁药业
300300,ST峡创
300955,嘉亨家化
300940,南极光
603719,良品铺子
300259,新天科技
300261,雅本化学
000593,德龙汇能
603499,翔港科技
301019,宁波色母
301108,洁雅股份
000898,鞍钢股份
000890,法尔胜
000610,西安旅游
603778,国晟科技
688359,三孚新科
000031,大悦城
688621,阳光诺和
603839,安正时尚
300268,*ST佳沃
300247,融捷健康
605033,美邦股份
000503,国新健康
000488,ST晨鸣
603959,ST百利
000545,金浦钛业
601921,浙版传媒
601918,新集能源
601916,浙商银行
601898,中煤能源
002027,分众传媒
002030,达安基因
002019,亿帆医药
300032,金龙机电
002005,ST德豪
300030,阳普医疗
601992,金隅集团
002011,盾安环境
002817,黄山胶囊
603043,广州酒家
603012,创力集团
603017,中衡设计
300066,三川智慧
301175,中科环保
001230,劲旅环境
001296,长江材料
603077,和邦生物
001225,和泰机电
300423,昇辉科技
300441,鲍斯股份
000928,中钢国际
603279,景津装备
300091,金通灵
000959,首钢股份
688280,精进电动-UW
601568,北元集团
601801,皖新传媒
002033,丽江股份
301429,森泰股份
600873,梅花生物
600871,石化油服
600867,通化东宝
601008,连云港
600908,无锡银行
601005,重庆钢铁
600881,亚泰集团
300016,北陆药业
002191,劲嘉股份
600847,万里股份
600854,春兰股份
002181,粤 传 媒
003816,中国广核
300005,探路者
301330,熵基科技
600794,保税科技
601169,北京银行
601229,上海银行
002103,广博股份
601098,中南传媒
601113,华鼎股份
601096,宏盛华源
300026,红日药业
601016,节能风电
601577,长沙银行
002080,中材科技
601339,百隆东方
601216,君正集团
601818,光大银行
601588,北辰实业
601860,紫金银行
300715,凯伦股份
600662,外服控股
600653,申华控股
600716,凤凰股份
300651,金陵体育
600738,丽尚国潮
600746,江苏索普
002275,桂林三金
600748,上实发展
301509,金凯生科
002247,聚力文化
600730,中国高科
600805,悦达投资
002219,新里程
002228,合兴包装
002323,雅博股份
600008,首创环保
002688,金河生物
600533,栖霞建设
600518,康美药业
688484,南芯科技
600526,菲达环保
002322,理工能科
688505,复旦张江
002363,隆基机械
600568,ST中珠
600569,安阳钢铁
002370,亚太药业
002375,亚厦股份
002333,罗普斯金
600582,天地科技
002357,富临运业
600325,华发股份
600322,津投城开
600307,酒钢宏兴
600365,ST通葡
002470,金正大
600379,宝光股份
002445,中南文化
002442,龙星科技
600395,盘江股份
600475,华光环能
600279,重庆港
600273,嘉化能源
002513,蓝丰生化
002491,通鼎互联
002969,嘉美包装
002494,华斯股份
600239,云南城投
600231,凌钢股份
600229,城市传媒
600266,城建发展
600284,浦东建设
300828,锐新科技
600217,中再资环
600195,中牧股份
002613,北玻股份
600156,华升股份
300839,博汇股份
600097,开创国际
600078,澄星股份
002641,公元股份
605122,四方新材
300158,振东制药
600900,长江电力
688050,爱博医疗
605319,无锡振华
688267,中触媒
603281,江瀚新材
600754,锦江酒店
600694,大商股份
688662,富信科技
688426,康为世纪
688185,康希诺
002983,芯瑞达
301528,多浦乐
300069,金利华电
603368,柳药集团
301105,鸿铭股份
688309,恒誉环保
688371,菲沃泰
832089,禾昌聚合
002917,金奥博
001387,雪祺电气
600539,狮头股份
603690,至纯科技
839371,欧福蛋业
688597,煜邦电力
300702,天宇股份
605266,健之佳
002911,佛燃能源
003023,彩虹集团
600661,昂立教育
600983,惠而浦
000779,甘咨询
000876,新 希 望
603299,苏盐井神
600995,南网储能
603896,寿仙谷
600846,同济科技
605116,奥锐特
600352,浙江龙盛
600848,上海临港
002873,新天药业
603123,翠微股份
688213,思特威-W
301265,华新环保
600066,宇通客车
301359,东南电子
301096,百诚医药
600702,舍得酒业
603811,诚意药业
605338,巴比食品
301305,朗坤科技
600158,中体产业
000582,北部湾港
603730,岱美股份
000685,中山公用
603609,禾丰股份
002458,益生股份
603357,设计总院
301098,金埔园林
600838,上海九百
000705,浙江震元
603195,公牛集团
600814,杭州解百
002832,比音勒芬
002561,徐家汇
600356,恒丰纸业
300886,华业香料
601728,中国电信
002159,三特索道
688585,上纬新材
002774,快意电梯
688660,电气风电
605136,丽人丽妆
600177,雅戈尔
688041,海光信息
688026,洁特生物
001201,东瑞股份
600721,百花医药
000617,中油资本
600051,宁波联合
601007,金陵饭店
002785,万里石
002763,汇洁股份
688091,上海谊众
601398,工商银行
600955,维远股份
688076,诺泰生物
000061,农 产 品
603230,内蒙新华
603378,亚士创能
000603,盛达资源
002208,合肥城建
002996,顺博合金
603685,晨丰科技
300149,睿智医药
603385,惠达卫浴
605388,均瑶健康
603999,读者传媒
600062,华润双鹤
600351,亚宝药业
603391,力聚热能
300318,博晖创新
000788,北大医药
002550,千红制药
601997,贵阳银行
688004,博汇科技
002557,洽洽食品
301215,中汽股份
300121,阳谷华泰
000663,永安林业
000822,山东海化
002016,世荣兆业
605377,华旺科技
002197,ST证通
688013,天臣医疗
600493,凤竹纺织
600529,山东药玻
000930,中粮科技
600821,金开新能
003027,同兴科技
301116,益客食品
300106,西部牧业
000650,仁和药业
301053,远信工业
600346,恒力石化
002042,华孚时尚
600023,浙能电力
601658,邮储银行
002107,沃华医药
600536,中国软件
600202,哈空调
600380,健康元
600397,安源煤业
002059,云南旅游
002802,洪汇新材
688108,赛诺医疗
605336,帅丰电器
688368,晶丰明源
002360,同德化工
600257,大湖股份
603329,上海雅仕
000526,学大教育
600511,国药股份
600113,浙江东日
002567,唐人神
300700,岱勒新材
600452,涪陵电力
002659,凯文教育
600502,安徽建工
000651,格力电器
300289,利德曼
000401,冀东水泥
300234,开尔新材
300528,幸福蓝海
002476,宝莫股份
300999,金龙鱼
000423,东阿阿胶
002910,庄园牧场
002946,新乳业
688198,佰仁医疗
300740,水羊股份
600085,同仁堂
600096,云天化
605189,富春染织
300791,仙乐健康
830964,润农节水
000995,皇台酒业
001218,丽臣实业
600905,三峡能源
300743,天地数码
002001,新 和 成
600358,ST联合
300422,博世科
600329,达仁堂
002007,华兰生物
601065,江盐集团
002395,双象股份
600016,民生银行
002243,力合科创
600916,中国黄金
601888,中国中免
600073,光明肉业
002806,华锋股份
300958,建工修复
300690,双一科技
603858,步长制药
600697,欧亚集团
600782,新钢股份
000893,亚钾国际
600551,时代出版
600941,中国移动
603517,绝味食品
002106,莱宝高科
688692,达梦数据
603569,长久物流
600305,恒顺醋业
600436,片仔癀
603325,博隆技术
601619,嘉泽新能
002069,獐子岛
603599,广信股份
603023,*ST威帝
600936,广西广电
600011,华能国际
600033,福建高速
600381,*ST春天
601998,中信银行
001211,双枪科技
600191,华资实业
002573,清新环境
300263,隆华科技
600241,时代万恒
600300,维维股份
002468,申通快递
603725,天安新材
002303,美盈森
300329,海伦钢琴
603810,丰山集团
002349,精华制药
002060,广东建工
605179,一鸣食品
603886,元祖股份
605255,天普股份
600403,大有能源
603939,益丰药房
002198,嘉应制药
300006,莱美药业
600019,宝钢股份
300800,力合科技
600137,浪莎股份
300191,潜能恒信
000809,和展能源
300279,和晶科技
000702,正虹科技
000068,华控赛格
000920,沃顿科技
000919,金陵药业
601999,出版传媒
002100,天康生物
603998,方盛制药
603139,康惠制药
000906,浙商中拓
300567,精测电子
300347,泰格医药
300255,常山药业
600682,南京新百
600422,昆药集团
002880,卫光生物
688657,浩辰软件
688596,正帆科技
600737,中粮糖业
000721,西安饮食
301188,力诺药包
600812,华北制药
600598,北大荒
001286,陕西能源
002485,ST雪发
688184,ST帕瓦
000735,罗 牛 山
002592,ST八菱
002652,扬子新材
833914,远航精密
603096,新经典
002207,准油股份
000639,西王食品
601121,宝地矿业
000153,丰原药业
605366,宏柏新材
688010,福光股份
603285,键邦股份
601988,中国银行
600688,上海石化
300500,启迪设计
688683,莱尔科技
603866,桃李面包
600901,江苏金租
603919,金徽酒
601518,吉林高速
603606,东方电缆
300321,同大股份
601827,三峰环境
603020,爱普股份
002238,天威视讯
002752,昇兴股份
603231,索宝蛋白
688622,禾信仪器
603365,水星家纺
301177,迪阿股份
688191,智洋创新
601009,南京银行
603759,海天股份
000419,通程控股
601778,晶科科技
600617,国新能源
002966,苏州银行
001231,农心科技
600858,银座股份
688157,松井股份
002732,燕塘乳业
002821,凯莱英
603968,醋化股份
603838,*ST四通
603100,川仪股份
605368,蓝天燃气
002481,双塔食品
603061,金海通
836942,恒立钻具
003041,真爱美家
002982,湘佳股份
002545,东方铁塔
600234,*ST科新
603182,嘉华股份
301258,富士莱
603071,物产环能
002314,南山控股
688350,富淼科技
603218,日月股份
300426,华智数媒
600252,中恒集团
300187,永清环保
603272,联翔股份
600080,金花股份
301518,长华化学
002612,朗姿股份
688697,纽威数控
688690,纳微科技
300454,深信服
002948,青岛银行
300807,天迈科技
002968,新大正
600382,广东明珠
002437,誉衡药业
000506,*ST中润
600376,首开股份
601077,渝农商行
002121,科陆电子
873833,美心翼申
301529,福赛科技
300796,贝斯美
688639,华恒生物
603042,华脉科技
603948,建业股份
002187,广百股份
603903,中持股份
600467,好当家
300534,陇神戎发
000501,武商集团
002088,鲁阳节能
002321,华英农业
001227,兰州银行
600779,水井坊
600719,大连热电
600021,上海电力
603351,威尔药业
600512,腾达建设
605003,众望布艺
301129,瑞纳智能
600211,西藏药业
002572,索菲亚
601006,大秦铁路
000513,丽珠集团
002656,*ST摩登
000709,河钢股份
600310,广西能源
002066,瑞泰科技
300970,华绿生物
603567,珍宝岛
000539,粤电力Ａ
002714,牧原股份
000718,苏宁环球
300583,赛托生物
601225,陕西煤业
300497,富祥药业
000759,中百集团
600613,神奇制药
002385,大北农
603722,阿科力
605006,山东玻纤
002575,群兴玩具
600052,东望时代
603235,天新药业
603073,彩蝶实业
001336,楚环科技
002989,中天精装
600875,东方电气
300519,新光药业
600136,ST明诚
002004,华邦健康
300858,科拓生物
002203,海亮股份
000900,现代投资
605123,派克新材
688550,瑞联新材
002923,润都股份
300281,金明精机
002075,沙钢股份
600561,江西长运
603538,美诺华
688105,诺唯赞
603387,基蛋生物
603515,欧普照明
688363,华熙生物
600826,兰生股份
603053,成都燃气
600874,创业环保
001914,招商积余
688702,盛科通信-U
601928,凤凰传媒
688313,仕佳光子
603505,金石资源
688515,裕太微-U
300761,立华股份
300301,*ST长方
002412,汉森制药
600285,羚锐制药
